"","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","newsletter_alphas","newsletter_gammas","newsletter_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","print_S_alphas","print_S_gammas","print_S_thetas","search_S_alphas","search_S_gammas","search_S_thetas","tv_S_alphas","tv_S_gammas","tv_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","mape.qt10","robynPareto","coef0","error_score"
"1",1.3653,0.3788,0.294,1.9324,0.4965,0.1154,0.6096,0.8028,0.3826,1.16,0.9167,0.3963,2.5472,0.8823,0.1886,2.7876,0.4299,0.7017,0.6551,0.934440967425525,0.778213352309075,0.956491394447721,0.05855897306203,0.571844195972516,0.270363949724853,0.571844195972516,0.407973182639514,0.777276690894594,56278.5773,56278.5773,65481090.2533626,1e-04,1,0.113392114639282,0.113392114639282,"3_130_15",1,1,1,TRUE,1,NA,0.306176753104021
