"","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","newsletter_alphas","newsletter_gammas","newsletter_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","print_S_alphas","print_S_gammas","print_S_thetas","search_S_alphas","search_S_gammas","search_S_thetas","tv_S_alphas","tv_S_gammas","tv_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"26",1.249685,0.3087437,0.1080987,2.04511,0.617506,0.285493,0.52688,0.5926063,0.356248,1.7478375,0.9133442,0.3771475,2.6563225,0.5318603,0.1972332,2.52669,0.5913022,0.707187,0.6560666,0.936632456425577,0.770369865836066,0.972955641783875,0.0575719076289646,0.57592841799768,0.225710737463392,0.57592841799768,0.3531268640956,0.811383495767087,41934.9383944598,0.000540467,65481090.2533626,1e-04,1,0.10341215133667,177.565605163574,"3_104_10",3,104,10,1555,FALSE,TRUE,5,0.0903174475093972,2,FALSE
"27",1.3796025,0.36834499,0.2970615,2.3751725,0.4120042,0.1361113,0.519653675,0.8449101,0.11576197,0.53017675,0.8545946,0.3758368,2.38862,0.8096567,0.1859709,2.52969,0.5621899,0.711366,0.6557624,0.929937007003965,0.780748944682297,0.950616284213176,0.0605370880563856,0.568565973721627,0.288040185835363,0.568565973721627,0.531709596412718,0.705401081699908,77258.6503049561,0.00107997,65481090.2533626,1e-04,1,0.112404823303223,177.790352106094,"3_104_12",3,104,12,1557,FALSE,TRUE,4,0.169587285550688,1,FALSE
"28",1.2689575,0.6670786,0.1162245,2.663805,0.5659083,0.1902583,0.5767665,0.4597099,0.315973,2.5169575,0.8543685,0.3891883,2.29786,0.6851092,0.245577,2.867795,0.5298709,0.7141715,0.6569342,0.940005748372316,0.768618326066362,0.976493194456681,0.0560185681559224,0.578120737425343,0.210431469119989,0.578120737425343,0.328486580472899,0.889679636287207,24537.3704285772,0.000274752,65481090.2533626,1e-04,1,0.1039719581604,178.507785081863,"3_105_3",3,105,3,1563,FALSE,TRUE,4,0.0793491758736857,5,FALSE
"29",1.26653,0.3981967,0.2392866,0.9905075,0.34867212,0.1706221,0.54955375,0.8076603,0.2510587,1.42917,0.9896624,0.3985099,2.5451875,0.7714997,0.1879116,2.66585,0.4989456,0.7145385,0.6571013,0.937599706949685,0.775183186215085,0.968441586319252,0.0571308253848551,0.569860379391215,0.243821198805749,0.569860379391215,0.412628087771846,0.832975026681175,34658.4251532488,0.000429332,65481090.2533626,1e-04,1,0.10044002532959,179.399819135666,"3_105_11",3,105,11,1571,FALSE,TRUE,4,0.116700811289286,3,FALSE
"30",1.3796025,0.36834499,0.2970615,2.3751725,0.4120042,0.1361113,0.519653675,0.8449101,0.11576197,0.53017675,0.9111658,0.3770032,2.28249,0.9606068,0.1859709,2.52969,0.5621899,0.711366,0.6557624,0.929944711916312,0.780821019348677,0.948131128321565,0.0605337592963546,0.56847251334774,0.295198808722428,0.56847251334774,0.532027568357698,0.705753696438452,77258.6503049561,0.00107997,65481090.2533626,1e-04,1,0.102022886276245,181.231053113937,"3_106_12",3,106,12,1587,FALSE,TRUE,4,0.169799707426235,1,FALSE
"31",1.292895,0.7879476,0.248733,2.2660075,0.5709875,0.1796536,0.5567995,0.4190938,0.3970144,2.5080575,0.7880939,0.3864784,2.6172425,0.30815682,0.1917576,2.6374225,0.4864653,0.714585,0.6502664,0.934733554369713,0.771554133021653,0.971356262653726,0.0584845650894479,0.584987151699534,0.232149995067396,0.584987151699534,0.31806751699109,0.803104612223503,53831.269854833,0.000722161,65481090.2533626,1e-04,1,0.0998709201812744,181.455962181091,"3_106_14",3,106,14,1589,FALSE,TRUE,6,0.0749139527823362,2,FALSE
"32",1.2753725,0.4848098,0.2140572,1.3870675,0.412903,0.1830244,0.60065475,0.8765235,0.3591895,1.332145,0.8606342,0.3852184,2.6111525,0.7795231,0.2451093,2.7492075,0.5935016,0.705467,0.6563699,0.934178578153182,0.77371258993579,0.962164686419477,0.0586760423825979,0.571721157824232,0.266970053635969,0.571721157824232,0.411513526142811,0.776044311225997,55294.8222953854,0.000744514,65481090.2533626,1e-04,1,0.10263991355896,181.716609239578,"3_107_1",3,107,1,1591,FALSE,TRUE,6,0.116433121379156,3,FALSE
"33",1.27887,0.6243415,0.0909189,2.3783625,0.4828281,0.1455139,0.72790925,0.4785756,0.3913534,2.072705,0.4571983,0.3791353,2.488235,0.5808946,0.1972767,2.8166225,0.5526377,0.7138535,0.6535256,0.939451433310485,0.774655665480748,0.975623429173569,0.056331098086018,0.581002494300325,0.214160880142486,0.581002494300325,0.320959257817432,0.906376190398352,18581.7406005861,0.000183791,65481090.2533626,1e-04,1,0.100178003311157,183.756463050842,"3_108_4",3,108,4,1609,FALSE,TRUE,6,0.0760463215925094,5,FALSE
"34",1.2300625,0.32422301,0.1261779,1.122035,0.4876588,0.2785174,0.621745,0.7628134,0.3826339,1.1599675,0.9167014,0.3874858,2.569885,0.4997758,0.2119692,2.573645,0.5508751,0.7183115,0.6575813,0.937164303892676,0.768759538921381,0.975084590745298,0.0573297963657571,0.577944296183742,0.21664461197399,0.577944296183742,0.366276114455346,0.826465795046269,35317.2299963052,0.000439394,65481090.2533626,1e-04,1,0.101541042327881,184.98573923111,"3_108_15",3,108,15,1620,FALSE,TRUE,7,0.0960658998036424,3,TRUE
"35",1.2753725,0.4848098,0.2140572,1.3870675,0.412903,0.1830244,0.60065475,0.8765235,0.3591895,1.332145,0.8606342,0.3852184,2.6111525,0.7795231,0.2216145,2.91643,0.5935016,0.705467,0.6563699,0.934105084344601,0.773779092168205,0.961264357550598,0.058708791012384,0.571637141821896,0.270127787531416,0.571637141821896,0.412391923982039,0.774706442173803,55294.8222953854,0.000744514,65481090.2533626,1e-04,1,0.105406045913696,185.142307043076,"3_109_1",3,109,1,1621,FALSE,TRUE,7,0.116855948570467,3,FALSE
"36",1.254555,0.4508745,0.2800347,1.687055,0.35780187,0.2097097,0.5919565,0.6180828,0.2559517,0.9197625,0.5826278,0.3906022,2.9320925,0.5194668,0.1940268,2.6753375,0.4853369,0.715901,0.6557021,0.93715960325879,0.778878017477003,0.968738335234106,0.0573319406989978,0.570986682420569,0.229175005791675,0.570986682420569,0.410663217150361,0.830511878243336,32874.3093543578,0.000402083,65481090.2533626,1e-04,1,0.0999150276184082,185.247851133347,"3_109_2",3,109,2,1622,FALSE,TRUE,5,0.115730979949436,3,FALSE
"37",1.26653,0.3981967,0.2392866,1.4449075,0.3881944,0.2081188,0.5735545,0.7978295,0.2357365,0.9173825,0.7579169,0.3811858,2.3894775,0.9540856,0.1879116,2.66585,0.4989456,0.7145385,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,1,0.108340978622437,186.458190202713,"3_109_11",3,109,11,1631,FALSE,TRUE,2,0.123359974677045,3,FALSE
"38",1.280755,0.6763312,0.1399521,2.19538,0.6778369,0.3818542,0.502243105,0.3876876,0.3491413,2.4711575,0.8588079,0.389887,2.687015,0.7267403,0.1902327,2.3887325,0.5546873,0.716755,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,1,0.10138988494873,186.892475128174,"3_109_15",3,109,15,1635,FALSE,TRUE,6,0.092825609744643,2,FALSE
"39",1.279555,0.7761463,0.2704263,1.921575,0.7047939,0.1568596,0.52673175,0.9721099,0.2684473,1.4713025,0.7514454,0.3829948,2.8768875,0.6397184,0.2184789,2.3429925,0.7019386,0.704282,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,1,0.108897924423218,187.59054517746,"3_110_6",3,110,6,1641,FALSE,TRUE,7,0.121727450444275,3,FALSE
"40",1.24441,0.305438062,0.2154069,1.173325,0.31906639,0.2741428,0.57086,0.6113971,0.2106103,1.5778475,0.5831738,0.399967,2.9814475,0.5389009,0.1794672,2.324545,0.6212027,0.713201,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,1,0.109040975570679,188.137159109116,"3_110_11",3,110,11,1646,FALSE,TRUE,6,0.10837127007459,3,FALSE
"41",1.3994375,0.4359008,0.2472399,2.5793925,0.34209653,0.1819264,0.52539675,0.8449101,0.11576197,0.53017675,0.8545946,0.3758368,2.38862,0.8096567,0.1825017,2.386995,0.5785552,0.699859,0.655094,0.931531813126688,0.779877862364503,0.952094348618086,0.0598441354878701,0.569694307669136,0.283696890089981,0.569694307669136,0.524282787695922,0.715632170015839,67243.991711269,0.000927015,65481090.2533626,1e-04,1,0.101032018661499,188.244181156158,"3_110_12",3,110,12,1647,FALSE,TRUE,7,0.166272988940612,1,FALSE
"42",1.292895,0.7879476,0.248733,2.2660075,0.5709875,0.1796536,0.5567995,0.4190938,0.3970144,2.5080575,0.4402961,0.3937636,2.9102925,0.619991,0.2061045,2.526095,0.5603503,0.72059,0.651647,0.933017823194797,0.779530780035811,0.959887159182177,0.0592483025408935,0.57468340693206,0.27472333341425,0.57468340693206,0.365292766233027,0.778511093704462,59569.4587283627,0.000809801,65481090.2533626,1e-04,1,0.107268095016479,188.463791131973,"3_110_14",3,110,14,1649,FALSE,TRUE,4,0.0962169098786295,2,FALSE
"43",1.2300625,0.32422301,0.1261779,1.122035,0.4876588,0.2785174,0.621745,0.7628134,0.3826339,1.1599675,0.8601533,0.3848527,2.4533475,0.9216364,0.2119692,2.573645,0.5508751,0.7183115,0.6575813,0.937327718684714,0.772264183787328,0.967478792751575,0.057255199947013,0.5735479575923,0.247512541377963,0.5735479575923,0.374891036749721,0.83210316860747,35317.2299963052,0.000439394,65481090.2533626,1e-04,1,0.0997560024261475,188.56906414032,"3_110_15",3,110,15,1650,FALSE,TRUE,4,0.100099628648078,3,FALSE
"44",1.2753725,0.4848098,0.2140572,1.3870675,0.412903,0.1830244,0.60065475,0.8765235,0.3591895,1.332145,0.8606342,0.3852184,2.6111525,0.7795231,0.2216145,2.819025,0.6332896,0.705467,0.6563699,0.934054430950868,0.773853591783375,0.960935806694709,0.0587313513890619,0.571543007609765,0.271270963570263,0.571543007609765,0.413146262658945,0.773391039266867,55294.8222953854,0.000744514,65481090.2533626,1e-04,1,0.109694004058838,188.717541217804,"3_111_1",3,111,1,1651,FALSE,TRUE,7,0.117201286800847,3,FALSE
"45",1.196875,0.4576799,0.2304321,1.46637,0.32810584,0.11832376,0.518129325,0.8002907,0.3530551,0.9910925,0.5079833,0.3977608,2.14289,0.5060779,0.2109969,2.4170325,0.5154586,0.713782,0.655904,0.935116956349391,0.773160706495905,0.96976826605863,0.0582562856413226,0.578321265694304,0.225368248045922,0.578321265694304,0.359137690332129,0.795962065288063,44773.8490672961,0.000583826,65481090.2533626,1e-04,1,0.101356983184814,188.930631160736,"3_111_3",3,111,3,1653,FALSE,TRUE,7,0.092967168550204,2,FALSE
"46",1.203415,0.34251807,0.2618109,0.9589825,0.304111863,0.2473084,0.56253725,0.8456927,0.3387991,1.03923,0.5193254,0.395296,2.4796525,0.597129,0.1811739,2.4714975,0.4865731,0.7241775,0.6593831,0.939477409782057,0.769093360634795,0.975508625821212,0.0562646908675298,0.577526981597442,0.214793164595036,0.577526981597442,0.336416846184832,0.857963752102781,20212.0566999801,0.000208691,65481090.2533626,1e-04,1,0.106843948364258,189.043221235275,"3_111_4",3,111,4,1654,FALSE,TRUE,3,0.0828733807853081,2,FALSE
"47",1.26653,0.5433319,0.278292,0.9638275,0.3707476,0.2180482,0.51582455,0.7685317,0.3098341,2.3608375,0.7579169,0.3811858,2.3894775,0.9540856,0.1879116,2.66585,0.4989456,0.7145385,0.6571013,0.93832205253117,0.774097670014741,0.968654070519966,0.0567991897169956,0.571234493164318,0.242998982984914,0.571234493164318,0.36662927410129,0.841823710115295,34658.4251532488,0.000429332,65481090.2533626,1e-04,1,0.107939958572388,189.810435056686,"3_111_11",3,111,11,1661,FALSE,TRUE,3,0.0964155444433531,2,FALSE
