"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"720","newsletter",10249.4094497684,590938.934167515,0.00204957207461051,3763.94225584404,0.00183437976288644,590938.934167515,0.00204957207461051,3763.94225584404,0.00183437976288644,TRUE,0.6582734,0.939681133092913,0.773208636768579,0.97483517473772,0.0561699155846856,0.572357429307066,0.2177262734809,0.572357429307066,0.376804643391165,16.59488121992,19681.3855359003,0.000200586,65481090.2533626,1e-04,"3_116_5",3,116,5,1730,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,0.559527738690057
"721","(Intercept)",574005.94568161,90118933.4720128,0.311545994896159,574005.94568161,0.281371935822955,90118933.4720128,0.311545994896159,574005.94568161,0.281371935822955,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"722","trend",0.0435809388050877,12194231.2360624,0.0421561125511177,77670.2626500787,0.0380731808130992,12194231.2360624,0.0421561125511177,77670.2626500787,0.0380731808130992,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"723","season",0.298351750193192,109223.197642852,0.000377590462563007,695.689156960842,0.000341019820957897,109223.197642852,0.000377590462563007,695.689156960842,0.000341019820957897,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"724","holiday",0.844177938095071,5875068.1134601,0.020310426122154,235002.724538404,0.115195969701186,5875068.1134601,0.020310426122154,235002.724538404,0.115195969701186,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"725","competitor_sales_B",0.164589890283293,143396790.554863,0.495730409328524,913355.353852633,0.447717599340554,143396790.554863,0.495730409328524,913355.353852633,0.447717599340554,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"726","events",0,0,0,0,0,0,0,0,0,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"727","tv_S",303741.619539895,9512209.90760688,0.0328842207197982,60587.3242522731,0.0296992963913497,9512209.90760688,0.0328842207197982,60587.3242522731,0.0296992963913497,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,7774236.44,49517.4295541401,105507.878443059,55990.4488889192,14939.8672126374,0.206047362680601,0.253190296901032,0.301709263731124,1.22355551969897,0.817290252792148,1,FALSE,1.23548351122741,0.0329679482764097,0.976737022496084,1.49471764814765,0.574998628824514
"728","ooh_S",306265.590298444,11167107.3338545,0.0386052900361758,71128.0721901561,0.0348662649125243,11167107.3338545,0.0386052900361758,71128.0721901561,0.0348662649125243,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,24719081.6,157446.379617834,163138.244650352,5691.86503251726,69328.6386610999,0.655151359349006,0.29723936381211,0.44033174233272,0.451760608041947,2.2135617453108,1,FALSE,0.359936577020678,0.0212361993573123,0.191553107284198,0.525208685039181,0.646989480952581
"729","print_S",175465.350054116,4038852.09155185,0.0139625286787457,25725.1725576551,0.0126102206020387,4038852.09155185,0.0139625286787457,25725.1725576551,0.0126102206020387,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,1804904.93333333,11496.2097664544,17736.8073144182,6240.59754796383,26418.5424019167,0.0478369682055284,0.107503742046483,2.29802195146137,2.23770904326403,0.446885623048363,1,FALSE,2.61141314964261,0.120950941191829,1.66596980424181,3.56630778300885,0.418452482394046
"730","facebook_S",132953.539839912,5261368.65504275,0.0181888341217421,33511.9022614188,0.0164271971106642,5261368.65504275,0.0181888341217421,33511.9022614188,0.0164271971106642,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,1002234.0659765,6383.65647118789,6814.99745141766,431.340980229768,30283.6044543647,0.0265630827769259,0.140043954540023,4.74392765197302,5.24964061156361,0.190489230405079,1,FALSE,5.59479608862119,0.222894828128856,3.84852834359186,7.35057225486846,0.328383729599362
"731","search_S",472822.044943877,7589871.36148571,0.0262385930830204,48343.1296909918,0.0236973154846718,7589871.36148571,0.0262385930830204,48343.1296909918,0.0236973154846718,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,2429880,15476.9426751592,27572.9349185411,12095.9922433819,69605.6099986154,0.0644012269879381,0.202022642700352,4.49737467273389,3.12355810224608,0.320147718488387,1,FALSE,3.22102108249212,0.0976131038989699,2.45499279430317,3.98865501087364,0.0200697571550073
"732","newsletter",0,0,0,0,0,0,0,0,0,TRUE,0.6550904,0.934278535484224,0.779292157072671,0.955653205218137,0.0586314723260237,0.570451731043781,0.272955794503634,0.570451731043781,0.407064047805139,0.777523040034322,56278.577291104,0.000759539,65481090.2533626,1e-04,"3_116_15",3,116,15,1740,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0
"733","(Intercept)",342284.47226441,53738662.1455124,0.186072559142463,342284.47226441,0.167220016903139,53738662.1455124,0.186072559142463,342284.47226441,0.167220016903139,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"734","trend",0.129195909678375,36149859.1027968,0.125170529509704,230253.879635649,0.112488473081956,36149859.1027968,0.125170529509704,230253.879635649,0.112488473081956,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"735","season",0.277038599144716,101420.694363242,0.000351173761994184,645.991683842307,0.000315593458203829,101420.694363242,0.000351173761994184,645.991683842307,0.000315593458203829,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"736","holiday",0.886080845509546,6166691.98101529,0.021352451150417,246667.679240611,0.120507288043758,6166691.98101529,0.021352451150417,246667.679240611,0.120507288043758,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"737","competitor_sales_B",0.184451257911071,160700747.492628,0.556433639175685,1023571.64008044,0.500056768054626,160700747.492628,0.556433639175685,1023571.64008044,0.500056768054626,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"738","events",0,0,0,0,0,0,0,0,0,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"739","tv_S",421726.57040733,9430655.6813686,0.0326540737518193,60067.8705819656,0.029345620815345,9430655.6813686,0.0326540737518193,60067.8705819656,0.029345620815345,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,7774236.44,49517.4295541401,109538.09894829,60020.6693941503,22336.4937234264,0.206047362680601,0.295192351094258,0.451083465449366,1.21306519992703,0.824357998284143,2,FALSE,1.14437503291765,0.0203079659003454,0.935171950047555,1.35430776616069,0.606598010936502
"740","ooh_S",265328.597298825,10311982.9098501,0.0357057093210382,65681.4198079622,0.0320880700718004,10311982.9098501,0.0357057093210382,65681.4198079622,0.0320880700718004,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,24719081.6,157446.379617834,160589.279449499,3142.89983166463,70341.0377461301,0.655151359349006,0.322779092191466,0.446761862145495,0.417166910839037,2.39712204879511,2,FALSE,0.449701821855063,0.00901711556774275,0.356981125666082,0.543085244169061,0.641047655185488
"741","print_S",192674.961755137,2799360.41256897,0.00969291260951694,17830.3210991654,0.0087108438658228,2799360.41256897,0.00969291260951694,17830.3210991654,0.0087108438658228,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,1804904.93333333,11496.2097664544,17680.1164700741,6183.90670361978,8500.20201538949,0.0478369682055284,0.0876237888081291,0.739391694138434,1.55097388281778,0.64475618260136,2,FALSE,1.57569875128283,0.0529163383017199,1.03123208253833,2.12337162761375,0.174271657899947
"742","facebook_S",112424.121547632,3437106.99936128,0.0119011391404919,21892.4012698171,0.0106953367944812,3437106.99936128,0.0119011391404919,21892.4012698171,0.0106953367944812,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,1002234.0659765,6383.65647118789,6741.2418508344,357.58537964651,18950.3099284534,0.0265630827769259,0.107586124484268,2.9685666849374,3.42944539209255,0.29159233802228,2,FALSE,3.09321888748417,0.145012451969812,1.5982331450048,4.59114305539129,0.298523805596249
"743","search_S",399868.52391714,5968387.37332172,0.0206658124368709,38015.2061995014,0.018571988910868,5968387.37332172,0.0206658124368709,38015.2061995014,0.018571988910868,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,2429880,15476.9426751592,27520.9186883775,12043.9760132183,54946.3401216599,0.0644012269879381,0.186818643421879,3.55020634726842,2.45624778726592,0.407125048695967,2,FALSE,2.45199872149736,0.0788361617009084,1.63871467640827,3.26581308379607,0.0245833415169991
"744","newsletter",0,0,0,0,0,0,0,0,0,TRUE,0.6571013,0.938263782184673,0.774450662365506,0.967855806106525,0.0568260139488092,0.570788016497111,0.246073671656071,0.570788016497111,0.376233838406713,0.83672382432856,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_117_11",3,117,11,1751,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0
"745","(Intercept)",295285.739128154,46359861.0431202,0.160793124635899,295285.739128154,0.144010719820433,46359861.0431202,0.160793124635899,295285.739128154,0.144010719820433,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"746","trend",0.0740634376299596,20723433.4404007,0.0718765229465804,131996.391340132,0.0643745796417961,20723433.4404007,0.0718765229465804,131996.391340132,0.0643745796417961,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"747","season",0.220381102797961,80679.0264580817,0.000279824668687235,513.879149414533,0.000250618625966834,80679.0264580817,0.000279824668687235,513.879149414533,0.000250618625966834,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"748","holiday",0.914368364347507,6363559.36220843,0.0220711747324655,254542.374488337,0.124140199533844,6363559.36220843,0.0220711747324655,254542.374488337,0.124140199533844,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"749","competitor_sales_B",0.206414859831736,179836248.579767,0.623738546261892,1145453.81260998,0.55863730013535,179836248.579767,0.623738546261892,1145453.81260998,0.55863730013535,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"750","events",0,0,0,0,0,0,0,0,0,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"751","tv_S",274098.224139909,11166382.4557389,0.0387291395085876,71123.4551320946,0.0346868765146968,11166382.4557389,0.0387291395085876,71123.4551320946,0.0346868765146968,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,7774236.44,49517.4295541401,111077.870712123,61560.4411579831,28503.5480822418,0.206047362680601,0.337126641615018,0.575626569046306,1.43633172748459,0.6962179981579,4,FALSE,1.36207823035981,0.0360370761268103,1.12230101331644,1.60434500685845,0.658021527148844
"752","ooh_S",261461.923220249,12952848.8275699,0.0449252648532363,82502.2218316554,0.0402362958260078,12952848.8275699,0.0449252648532363,82502.2218316554,0.0402362958260078,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,24719081.6,157446.379617834,161284.619326566,3838.23970873139,87633.5737876361,0.655151359349006,0.391062230036856,0.556593133486758,0.524002025527109,1.9083895696664,4,FALSE,0.463586625092981,0.0246754066437785,0.299055914610457,0.629122413873171,0.685879011899421
"753","print_S",110427.566977921,2767488.31929444,0.00959867187347281,17627.3141356334,0.00859683303592166,2767488.31929444,0.00959867187347281,17627.3141356334,0.00859683303592166,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,1804904.93333333,11496.2097664544,17924.202730993,6427.99296453869,10329.9972504233,0.0478369682055284,0.0835538319138461,0.898556781780895,1.53331528336143,0.652181590343077,4,FALSE,1.61737297285278,0.0333452795880866,1.39462713415507,1.84066475612679,0.210889644944135
"754","facebook_S",65691.8093123424,1559658.35087464,0.00540947133919036,9934.12962340532,0.0048448704704808,1559658.35087464,0.00540947133919036,9934.12962340532,0.0048448704704808,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,1002234.0659765,6383.65647118789,6744.95309177755,361.296620589661,8371.55455575407,0.0265630827769259,0.0470879789386895,1.31140430152192,1.55618173820007,0.642598467423625,4,FALSE,1.75120631715334,0.279385848368122,0,3.62577457493531,0.298514506395431
"755","search_S",154412.183712163,4675841.05076898,0.0162175441413564,29782.4270749617,0.0145248760530334,4675841.05076898,0.0162175441413564,29782.4270749617,0.0145248760530334,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,2429880,15476.9426751592,25923.7523963999,10446.8097212407,46001.3716664829,0.0644012269879381,0.14116931749559,2.9722518608482,1.92430945181202,0.519666937694639,4,FALSE,1.4420743582253,0.205489365096675,0.0710809271543722,2.819775461446,0.020900414010217
"756","newsletter",30860.6437793924,1833920.85944983,0.00636071503863259,11681.024582483,0.00569683034246865,1833920.85944983,0.00636071503863259,11681.024582483,0.00569683034246865,TRUE,0.6481718,0.940029871262447,0.777586086510357,0.974130134713677,0.0560613787354852,0.577212398151943,0.220623068701458,0.577212398151943,0.307433165131248,42.9863976321837,19000.2538739727,0.000190183,65481090.2533626,1e-04,"3_118_4",3,118,4,1759,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.593812844245384
"757","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,0.6559682,0.94215423628557,0.762674697750121,0.974522611352023,0.0547386947005362,0.588658628269725,0.205882830230345,0.588658628269725,0.254655356486317,0.988657562160044,24850.73158728,0.000279538,65481090.2533626,1e-04,"3_118_14",3,118,14,1769,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"758","trend",0.188394338883523,52713966.1260023,0.184108779910997,335757.746025492,0.164256530755436,52713966.1260023,0.184108779910997,335757.746025492,0.164256530755436,TRUE,0.6559682,0.94215423628557,0.762674697750121,0.974522611352023,0.0547386947005362,0.588658628269725,0.205882830230345,0.588658628269725,0.254655356486317,0.988657562160044,24850.73158728,0.000279538,65481090.2533626,1e-04,"3_118_14",3,118,14,1769,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"759","season",0.187177980412847,68523.739296934,0.000239325988235113,436.456938197032,0.000213519727663828,68523.739296934,0.000239325988235113,436.456938197032,0.000213519727663828,TRUE,0.6559682,0.94215423628557,0.762674697750121,0.974522611352023,0.0547386947005362,0.588658628269725,0.205882830230345,0.588658628269725,0.254655356486317,0.988657562160044,24850.73158728,0.000279538,65481090.2533626,1e-04,"3_118_14",3,118,14,1769,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"760","holiday",0.941727892992089,6553968.38273057,0.0228903877131069,262158.735309223,0.128251052667765,6553968.38273057,0.0228903877131069,262158.735309223,0.128251052667765,TRUE,0.6559682,0.94215423628557,0.762674697750121,0.974522611352023,0.0547386947005362,0.588658628269725,0.205882830230345,0.588658628269725,0.254655356486317,0.988657562160044,24850.73158728,0.000279538,65481090.2533626,1e-04,"3_118_14",3,118,14,1769,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"761","competitor_sales_B",0.232564615880152,202618881.733489,0.707666636460546,1290566.12569101,0.631359714037376,202618881.733489,0.707666636460546,1290566.12569101,0.631359714037376,TRUE,0.6559682,0.94215423628557,0.762674697750121,0.974522611352023,0.0547386947005362,0.588658628269725,0.205882830230345,0.588658628269725,0.254655356486317,0.988657562160044,24850.73158728,0.000279538,65481090.2533626,1e-04,"3_118_14",3,118,14,1769,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"762","events",0,0,0,0,0,0,0,0,0,TRUE,0.6559682,0.94215423628557,0.762674697750121,0.974522611352023,0.0547386947005362,0.588658628269725,0.205882830230345,0.588658628269725,0.254655356486317,0.988657562160044,24850.73158728,0.000279538,65481090.2533626,1e-04,"3_118_14",3,118,14,1769,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"763","tv_S",280556.308716827,9267797.00997731,0.0323687046406483,59030.5542036772,0.0288784224841994,9267797.00997731,0.0323687046406483,59030.5542036772,0.0288784224841994,TRUE,0.6559682,0.94215423628557,0.762674697750121,0.974522611352023,0.0547386947005362,0.588658628269725,0.205882830230345,0.588658628269725,0.254655356486317,0.988657562160044,24850.73158728,0.000279538,65481090.2533626,1e-04,"3_118_14",3,118,14,1769,3,7774236.44,49517.4295541401,109682.832060184,60165.402506044,20953.1989051728,0.206047362680601,0.380383737214389,0.423147952020884,1.19211668972308,0.83884405664373,4,TRUE,1.36207823035981,0.0360370761268103,1.12230101331644,1.60434500685845,0.624378585485684
"764","ooh_S",241033.435655634,12054738.7024143,0.042102376234457,76781.7751746134,0.037562522874657,12054738.7024143,0.042102376234457,76781.7751746134,0.037562522874657,TRUE,0.6559682,0.94215423628557,0.762674697750121,0.974522611352023,0.0547386947005362,0.588658628269725,0.205882830230345,0.588658628269725,0.254655356486317,0.988657562160044,24850.73158728,0.000279538,65481090.2533626,1e-04,"3_118_14",3,118,14,1769,3,24719081.6,157446.379617834,163802.142401523,6355.76278368838,76596.7645640502,0.655151359349006,0.494769852407299,0.48649428935725,0.487669359949615,2.05056967307382,4,TRUE,0.463586625092981,0.0246754066437785,0.299055914610457,0.629122413873171,0.710999768378978
"765","print_S",215467.428261487,2776610.11036882,0.00969758751384071,17685.414715725,0.00865190721751972,2776610.11036882,0.00969758751384071,17685.414715725,0.00865190721751972,TRUE,0.6559682,0.94215423628557,0.762674697750121,0.974522611352023,0.0547386947005362,0.588658628269725,0.205882830230345,0.588658628269725,0.254655356486317,0.988657562160044,24850.73158728,0.000279538,65481090.2533626,1e-04,"3_118_14",3,118,14,1769,3,1804904.93333333,11496.2097664544,17539.9105831533,6043.70081669894,7133.17179313217,0.0478369682055284,0.113962069889135,0.620480309427424,1.53836917340623,0.65003902657892,4,TRUE,1.61737297285278,0.0333452795880866,1.39462713415507,1.84066475612679,0.149636739417774
"766","facebook_S",11005.1152910598,257154.639145387,0.00089813820398834,1637.92763786871,0.000801292939952999,257154.639145387,0.00089813820398834,1637.92763786871,0.000801292939952999,TRUE,0.6559682,0.94215423628557,0.762674697750121,0.974522611352023,0.0547386947005362,0.588658628269725,0.205882830230345,0.588658628269725,0.254655356486317,0.988657562160044,24850.73158728,0.000279538,65481090.2533626,1e-04,"3_118_14",3,118,14,1769,3,1002234.0659765,6383.65647118789,6648.24158054125,264.585109353361,1367.99943525791,0.0265630827769259,0.0105545516992694,0.214297157347401,0.256581419326268,3.8973983487417,4,TRUE,1.75120631715334,0.279385848368122,0,3.62577457493531,0.257056047963678
"767","search_S",124.922896070076,8035.0847368373,2.80633341806334e-05,51.1788836741229,2.50372954302867e-05,8035.0847368373,2.80633341806334e-05,51.1788836741229,2.50372954302867e-05,TRUE,0.6559682,0.94215423628557,0.762674697750121,0.974522611352023,0.0547386947005362,0.588658628269725,0.205882830230345,0.588658628269725,0.254655356486317,0.988657562160044,24850.73158728,0.000279538,65481090.2533626,1e-04,"3_118_14",3,118,14,1769,3,2429880,15476.9426751592,26827.8748736072,11350.932198448,87.8994256519619,0.0644012269879381,0.000329788789907899,0.00567937915755429,0.00330678253116915,302.408758536183,4,TRUE,1.4420743582253,0.205489365096675,0.0710809271543722,2.819775461446,0.0654593692237081
