"","rn","liftStart","liftEnd","liftAbs","decompStart","decompEnd","decompAbsScaled","decompAbsTotalScaled","calibrated_pct","mape_lift","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","cluster","top_sol"
"229","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,150214.529202567,209560.46547216,0.716807575627969,0.624463676993582,0.937121516311778,0.780891200467762,0.969146364475904,0.0574046817822473,0.572907601586262,0.240938948039481,0.572907601586262,0.347017566323637,0.849171987546252,30728.9050319143,0.000369316,65481090.2533626,1e-04,"3_128_4",3,128,4,1909,5,FALSE
"230","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,159377.620751964,175683.823445212,0.90718438172919,0.772317684640051,0.937121516311778,0.780891200467762,0.969146364475904,0.0574046817822473,0.572907601586262,0.240938948039481,0.572907601586262,0.347017566323637,0.849171987546252,30728.9050319143,0.000369316,65481090.2533626,1e-04,"3_128_4",3,128,4,1909,5,FALSE
"231","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.937121516311778,0.780891200467762,0.969146364475904,0.0574046817822473,0.572907601586262,0.240938948039481,0.572907601586262,0.347017566323637,0.849171987546252,30728.9050319143,0.000369316,65481090.2533626,1e-04,"3_128_4",3,128,4,1909,5,FALSE
"232","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,28.0234345869566,22519.912287629,0.00124438471291697,0.999906588551377,0.937121516311778,0.780891200467762,0.969146364475904,0.0574046817822473,0.572907601586262,0.240938948039481,0.572907601586262,0.347017566323637,0.849171987546252,30728.9050319143,0.000369316,65481090.2533626,1e-04,"3_128_4",3,128,4,1909,5,FALSE
"233","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,143516.170225529,162328.401225082,0.884110045700088,0.641209574436177,0.936591068722707,0.768106468348676,0.973530725350741,0.0575907057386153,0.584728600295814,0.210878459493949,0.584728600295814,0.255769477616476,0.850598390338389,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_123_12",3,123,12,1842,5,FALSE
"234","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,167064.337072751,175890.91652527,0.949817877881995,0.761336661324641,0.936591068722707,0.768106468348676,0.973530725350741,0.0575907057386153,0.584728600295814,0.210878459493949,0.584728600295814,0.255769477616476,0.850598390338389,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_123_12",3,123,12,1842,5,FALSE
"235","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.936591068722707,0.768106468348676,0.973530725350741,0.0575907057386153,0.584728600295814,0.210878459493949,0.584728600295814,0.255769477616476,0.850598390338389,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_123_12",3,123,12,1842,5,FALSE
"236","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,45.8023221784635,30129.172164603,0.00152019849494152,0.999847325592739,0.936591068722707,0.768106468348676,0.973530725350741,0.0575907057386153,0.584728600295814,0.210878459493949,0.584728600295814,0.255769477616476,0.850598390338389,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_123_12",3,123,12,1842,5,FALSE
"237","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,140943.888098738,152038.350763054,0.927028525311971,0.647640279753154,0.9376773039303,0.774284133302594,0.974928154172505,0.0571504165306307,0.581481255440968,0.217193583920813,0.581481255440968,0.337722352259176,0.851308392228597,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_129_8",3,129,8,1928,5,FALSE
"238","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,169539.373220842,178722.361930985,0.948618692082364,0.757800895398797,0.9376773039303,0.774284133302594,0.974928154172505,0.0571504165306307,0.581481255440968,0.217193583920813,0.581481255440968,0.337722352259176,0.851308392228597,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_129_8",3,129,8,1928,5,FALSE
"239","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.9376773039303,0.774284133302594,0.974928154172505,0.0571504165306307,0.581481255440968,0.217193583920813,0.581481255440968,0.337722352259176,0.851308392228597,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_129_8",3,129,8,1928,5,FALSE
"240","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,62.2818712685707,35293.4383885745,0.00176468698183663,0.999792393762438,0.9376773039303,0.774284133302594,0.974928154172505,0.0571504165306307,0.581481255440968,0.217193583920813,0.581481255440968,0.337722352259176,0.851308392228597,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_129_8",3,129,8,1928,5,FALSE
"241","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,159870.081653092,243424.573425392,0.656754079522261,0.600324795867269,0.938880178159796,0.77963051584811,0.962439902465532,0.0565416168962781,0.570014294430189,0.251202846251555,0.570014294430189,0.452600580387369,0.851594122643849,28933.4621372323,0.000341894,65481090.2533626,1e-04,"3_129_1",3,129,1,1921,3,FALSE
"242","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,135702.717924679,160217.445781208,0.84699089579791,0.806138974393316,0.938880178159796,0.77963051584811,0.962439902465532,0.0565416168962781,0.570014294430189,0.251202846251555,0.570014294430189,0.452600580387369,0.851594122643849,28933.4621372323,0.000341894,65481090.2533626,1e-04,"3_129_1",3,129,1,1921,3,FALSE
"243","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.938880178159796,0.77963051584811,0.962439902465532,0.0565416168962781,0.570014294430189,0.251202846251555,0.570014294430189,0.452600580387369,0.851594122643849,28933.4621372323,0.000341894,65481090.2533626,1e-04,"3_129_1",3,129,1,1921,3,FALSE
"244","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,26.1839055567361,35570.710730891,0.000736108585370406,0.999912720314811,0.938880178159796,0.77963051584811,0.962439902465532,0.0565416168962781,0.570014294430189,0.251202846251555,0.570014294430189,0.452600580387369,0.851594122643849,28933.4621372323,0.000341894,65481090.2533626,1e-04,"3_129_1",3,129,1,1921,3,FALSE
"245","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,139166.3247284,212440.859220449,0.655082667425983,0.652084188179001,0.937709300427055,0.781217433795191,0.974162078092386,0.0571357441239849,0.57248093872443,0.220486817062759,0.57248093872443,0.383475471588364,0.853748793869767,28429.9629081423,0.000334204,65481090.2533626,1e-04,"3_127_13",3,127,13,1903,5,FALSE
"246","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,165907.079827578,186694.951111169,0.888653275517809,0.762989885960603,0.937709300427055,0.781217433795191,0.974162078092386,0.0571357441239849,0.57248093872443,0.220486817062759,0.57248093872443,0.383475471588364,0.853748793869767,28429.9629081423,0.000334204,65481090.2533626,1e-04,"3_127_13",3,127,13,1903,5,FALSE
"247","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.937709300427055,0.781217433795191,0.974162078092386,0.0571357441239849,0.57248093872443,0.220486817062759,0.57248093872443,0.383475471588364,0.853748793869767,28429.9629081423,0.000334204,65481090.2533626,1e-04,"3_127_13",3,127,13,1903,5,FALSE
"248","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,23.6695981606365,22066.5277389368,0.00107264715322071,0.999921101339464,0.937709300427055,0.781217433795191,0.974162078092386,0.0571357441239849,0.57248093872443,0.220486817062759,0.57248093872443,0.383475471588364,0.853748793869767,28429.9629081423,0.000334204,65481090.2533626,1e-04,"3_127_13",3,127,13,1903,5,FALSE
"249","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,138346.211990766,204765.267526375,0.675633195326674,0.654134470023085,0.937706649147684,0.780925540350735,0.974127132326953,0.0571369600455343,0.572862705281477,0.220635870788894,0.572862705281477,0.382101990702895,0.855375315595522,28429.9629081423,0.000334204,65481090.2533626,1e-04,"3_125_13",3,125,13,1873,5,FALSE
"250","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,162787.994468352,181509.09235888,0.896858622082066,0.767445722188069,0.937706649147684,0.780925540350735,0.974127132326953,0.0571369600455343,0.572862705281477,0.220635870788894,0.572862705281477,0.382101990702895,0.855375315595522,28429.9629081423,0.000334204,65481090.2533626,1e-04,"3_125_13",3,125,13,1873,5,FALSE
"251","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.937706649147684,0.780925540350735,0.974127132326953,0.0571369600455343,0.572862705281477,0.220635870788894,0.572862705281477,0.382101990702895,0.855375315595522,28429.9629081423,0.000334204,65481090.2533626,1e-04,"3_125_13",3,125,13,1873,5,FALSE
"252","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,23.6789487198375,22075.2450129938,0.00107264715322071,0.999921070170934,0.937706649147684,0.780925540350735,0.974127132326953,0.0571369600455343,0.572862705281477,0.220635870788894,0.572862705281477,0.382101990702895,0.855375315595522,28429.9629081423,0.000334204,65481090.2533626,1e-04,"3_125_13",3,125,13,1873,5,FALSE
"253","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,138787.813348077,156980.246998752,0.884110045700088,0.653030466629807,0.938315674372673,0.769485796913251,0.973996365899563,0.0568021264624944,0.582986991178472,0.209015370071451,0.582986991178472,0.270952902314139,0.856471645305049,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_119_12",3,119,12,1782,5,FALSE
"254","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,158893.743625906,165861.741309951,0.95798912016109,0.773008937677277,0.938315674372673,0.769485796913251,0.973996365899563,0.0568021264624944,0.582986991178472,0.209015370071451,0.582986991178472,0.270952902314139,0.856471645305049,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_119_12",3,119,12,1782,5,FALSE
"255","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.938315674372673,0.769485796913251,0.973996365899563,0.0568021264624944,0.582986991178472,0.209015370071451,0.582986991178472,0.270952902314139,0.856471645305049,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_119_12",3,119,12,1782,5,FALSE
"256","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,45.846926066509,30158.5129962076,0.00152019849494152,0.999847176913112,0.938315674372673,0.769485796913251,0.973996365899563,0.0568021264624944,0.582986991178472,0.209015370071451,0.582986991178472,0.270952902314139,0.856471645305049,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_119_12",3,119,12,1782,5,FALSE
"257","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,115683.445334947,198778.767426181,0.581970835380633,0.710791386662632,0.939477409782057,0.769093360634795,0.975508625821212,0.0562646908675298,0.577526981597442,0.214793164595036,0.577526981597442,0.336416846184832,0.857963752102781,20212.0566999801,0.000208691,65481090.2533626,1e-04,"3_111_4",3,111,4,1654,2,FALSE
"258","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,136216.396522601,162821.616851636,0.836598967363907,0.805405147824856,0.939477409782057,0.769093360634795,0.975508625821212,0.0562646908675298,0.577526981597442,0.214793164595036,0.577526981597442,0.336416846184832,0.857963752102781,20212.0566999801,0.000208691,65481090.2533626,1e-04,"3_111_4",3,111,4,1654,2,FALSE
"259","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,383.178877516084,651.515115735679,0.588135053602563,0.915894387580418,0.939477409782057,0.769093360634795,0.975508625821212,0.0562646908675298,0.577526981597442,0.214793164595036,0.577526981597442,0.336416846184832,0.857963752102781,20212.0566999801,0.000208691,65481090.2533626,1e-04,"3_111_4",3,111,4,1654,2,FALSE
"260","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,70.7740970342325,52097.9053055274,0.00135848258426474,0.999764086343219,0.939477409782057,0.769093360634795,0.975508625821212,0.0562646908675298,0.577526981597442,0.214793164595036,0.577526981597442,0.336416846184832,0.857963752102781,20212.0566999801,0.000208691,65481090.2533626,1e-04,"3_111_4",3,111,4,1654,2,FALSE
"261","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,135740.391225495,180309.762221543,0.752817759577065,0.660649021936261,0.938522163244639,0.779485502114455,0.973105041983774,0.0567617233210129,0.57474241547367,0.22495169647225,0.57474241547367,0.371514912489172,0.859462528295204,30737.9405187302,0.000369454,65481090.2533626,1e-04,"3_114_14",3,114,14,1709,2,FALSE
"262","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,155847.989526844,169415.592179701,0.91991526589556,0.777360014961652,0.938522163244639,0.779485502114455,0.973105041983774,0.0567617233210129,0.57474241547367,0.22495169647225,0.57474241547367,0.371514912489172,0.859462528295204,30737.9405187302,0.000369454,65481090.2533626,1e-04,"3_114_14",3,114,14,1709,2,FALSE
"263","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.938522163244639,0.779485502114455,0.973105041983774,0.0567617233210129,0.57474241547367,0.22495169647225,0.57474241547367,0.371514912489172,0.859462528295204,30737.9405187302,0.000369454,65481090.2533626,1e-04,"3_114_14",3,114,14,1709,2,FALSE
"264","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,47.6771151287614,38519.1722667772,0.00123775025066888,0.999841076282904,0.938522163244639,0.779485502114455,0.973105041983774,0.0567617233210129,0.57474241547367,0.22495169647225,0.57474241547367,0.371514912489172,0.859462528295204,30737.9405187302,0.000369454,65481090.2533626,1e-04,"3_114_14",3,114,14,1709,2,FALSE
"265","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,130632.744850269,143038.025311745,0.913272848709711,0.673418137874327,0.938060310835692,0.775148305941666,0.971427218958109,0.0569745356777615,0.580367062434332,0.231862275633356,0.580367062434332,0.321666181274428,0.86301450158426,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_123_8",3,123,8,1838,2,FALSE
"266","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,154851.575665237,162084.222357596,0.955377231743121,0.778783463335376,0.938060310835692,0.775148305941666,0.971427218958109,0.0569745356777615,0.580367062434332,0.231862275633356,0.580367062434332,0.321666181274428,0.86301450158426,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_123_8",3,123,8,1838,2,FALSE
"267","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.938060310835692,0.775148305941666,0.971427218958109,0.0569745356777615,0.580367062434332,0.231862275633356,0.580367062434332,0.321666181274428,0.86301450158426,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_123_8",3,123,8,1838,2,FALSE
"268","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,43.0784617988593,46334.7616697479,0.000929722313150159,0.999856405127337,0.938060310835692,0.775148305941666,0.971427218958109,0.0569745356777615,0.580367062434332,0.231862275633356,0.580367062434332,0.321666181274428,0.86301450158426,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_123_8",3,123,8,1838,2,FALSE
"269","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,126317.499949732,146777.334771936,0.860606306457366,0.684206250125669,0.938123590345099,0.77536179984051,0.975887404880258,0.0569454247634787,0.580091471332085,0.212998141642776,0.580091471332085,0.314957889735089,0.8630198891945,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_125_8",3,125,8,1868,5,FALSE
"270","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,162340.761900228,174213.50957946,0.93184944320396,0.768084625856818,0.938123590345099,0.77536179984051,0.975887404880258,0.0569454247634787,0.580091471332085,0.212998141642776,0.580091471332085,0.314957889735089,0.8630198891945,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_125_8",3,125,8,1868,5,FALSE
"271","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.938123590345099,0.77536179984051,0.975887404880258,0.0569454247634787,0.580091471332085,0.212998141642776,0.580091471332085,0.314957889735089,0.8630198891945,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_125_8",3,125,8,1868,5,FALSE
"272","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,63.3957613455316,35924.6495259749,0.00176468698183663,0.999788680795515,0.938123590345099,0.77536179984051,0.975887404880258,0.0569454247634787,0.580091471332085,0.212998141642776,0.580091471332085,0.314957889735089,0.8630198891945,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_125_8",3,125,8,1868,5,FALSE
"273","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,137901.233624313,203975.306726618,0.67606827432861,0.655246915939216,0.938968744987756,0.774055609390876,0.970369339741545,0.0565006356977841,0.571287669598779,0.23625692349053,0.571287669598779,0.386398413001385,0.86525978299114,24875.3500151263,0.000279914,65481090.2533626,1e-04,"3_89_11",3,89,11,1331,3,FALSE
"274","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,135868.709160133,155761.68132825,0.872285840789079,0.805901844056953,0.938968744987756,0.774055609390876,0.970369339741545,0.0565006356977841,0.571287669598779,0.23625692349053,0.571287669598779,0.386398413001385,0.86525978299114,24875.3500151263,0.000279914,65481090.2533626,1e-04,"3_89_11",3,89,11,1331,3,FALSE
"275","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.938968744987756,0.774055609390876,0.970369339741545,0.0565006356977841,0.571287669598779,0.23625692349053,0.571287669598779,0.386398413001385,0.86525978299114,24875.3500151263,0.000279914,65481090.2533626,1e-04,"3_89_11",3,89,11,1331,3,FALSE
"276","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,32.8884094823297,34528.8676624136,0.000952490241031864,0.999890371968392,0.938968744987756,0.774055609390876,0.970369339741545,0.0565006356977841,0.571287669598779,0.23625692349053,0.571287669598779,0.386398413001385,0.86525978299114,24875.3500151263,0.000279914,65481090.2533626,1e-04,"3_89_11",3,89,11,1331,3,FALSE
"277","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,125215.727090212,135458.68985242,0.924383125413608,0.68696068227447,0.938051985240853,0.775194791932433,0.971305790532592,0.0569783646521067,0.580307066594466,0.23235443671374,0.580307066594466,0.320809853647516,0.867423757644535,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_121_8",3,121,8,1808,2,FALSE
"278","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,151985.314778747,158410.036534425,0.959442457711436,0.782878121744647,0.938051985240853,0.775194791932433,0.971305790532592,0.0569783646521067,0.580307066594466,0.23235443671374,0.580307066594466,0.320809853647516,0.867423757644535,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_121_8",3,121,8,1808,2,FALSE
"279","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.938051985240853,0.775194791932433,0.971305790532592,0.0569783646521067,0.580307066594466,0.23235443671374,0.580307066594466,0.320809853647516,0.867423757644535,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_121_8",3,121,8,1808,2,FALSE
"280","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,43.1320322926633,46392.3815558647,0.000929722313150159,0.999856226559025,0.938051985240853,0.775194791932433,0.971305790532592,0.0569783646521067,0.580307066594466,0.23235443671374,0.580307066594466,0.320809853647516,0.867423757644535,24478.2469170209,0.000273849,65481090.2533626,1e-04,"3_121_8",3,121,8,1808,2,FALSE
"281","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,135463.48629605,153220.164112921,0.884110045700088,0.661341284259876,0.938656123035594,0.768081265799773,0.973412460899556,0.0566451581840974,0.584760374038402,0.211349035858313,0.584760374038402,0.258053335917028,0.867531045668305,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_121_12",3,121,12,1812,5,FALSE
"282","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,133743.970508564,142403.572947189,0.939189710908194,0.808937184987766,0.938656123035594,0.768081265799773,0.973412460899556,0.0566451581840974,0.584760374038402,0.211349035858313,0.584760374038402,0.258053335917028,0.867531045668305,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_121_12",3,121,12,1812,5,FALSE
"283","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.938656123035594,0.768081265799773,0.973412460899556,0.0566451581840974,0.584760374038402,0.211349035858313,0.584760374038402,0.258053335917028,0.867531045668305,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_121_12",3,121,12,1812,5,FALSE
"284","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,46.2859723260593,30447.321504446,0.00152019849494152,0.99984571342558,0.938656123035594,0.768081265799773,0.973412460899556,0.0566451581840974,0.584760374038402,0.211349035858313,0.584760374038402,0.258053335917028,0.867531045668305,34963.7329432679,0.000433995,65481090.2533626,1e-04,"3_121_12",3,121,12,1812,5,FALSE
"285","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,129214.173739543,203541.644058363,0.634829173839688,0.676964565651144,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,3,FALSE
"286","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,141971.358020917,165558.748191698,0.857528578656144,0.797183774255833,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,3,FALSE
"287","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,3,FALSE
"288","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,58.6705740214641,37064.0578319464,0.00158295063879634,0.999804431419928,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,3,FALSE
"289","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,106729.720404517,123541.446270705,0.863918333695481,0.733175698988708,0.940005748372316,0.768618326066362,0.976493194456681,0.0560185681559224,0.578120737425343,0.210431469119989,0.578120737425343,0.328486580472899,0.889679636287207,24537.3704285772,0.000274752,65481090.2533626,1e-04,"3_105_3",3,105,3,1563,5,FALSE
"290","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,122085.569890466,130602.610911926,0.934786594525256,0.82559204301362,0.940005748372316,0.768618326066362,0.976493194456681,0.0560185681559224,0.578120737425343,0.210431469119989,0.578120737425343,0.328486580472899,0.889679636287207,24537.3704285772,0.000274752,65481090.2533626,1e-04,"3_105_3",3,105,3,1563,5,FALSE
"291","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.940005748372316,0.768618326066362,0.976493194456681,0.0560185681559224,0.578120737425343,0.210431469119989,0.578120737425343,0.328486580472899,0.889679636287207,24537.3704285772,0.000274752,65481090.2533626,1e-04,"3_105_3",3,105,3,1563,5,FALSE
"292","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,14.7590560498368,22325.0174680679,0.000661099417769642,0.9999508031465,0.940005748372316,0.768618326066362,0.976493194456681,0.0560185681559224,0.578120737425343,0.210431469119989,0.578120737425343,0.328486580472899,0.889679636287207,24537.3704285772,0.000274752,65481090.2533626,1e-04,"3_105_3",3,105,3,1563,5,FALSE
"293","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,105968.042001761,124349.61790159,0.852178267935043,0.735079894995597,0.940158812957275,0.776230235593745,0.967934545826796,0.0559470618474954,0.574395093559291,0.23210254258571,0.574395093559291,0.379636646463855,0.894998132220299,18581.7406005861,0.000183791,65481090.2533626,1e-04,"3_114_4",3,114,4,1699,5,FALSE
"294","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,108443.704655788,115657.495621089,0.937627985747373,0.845080421920304,0.940158812957275,0.776230235593745,0.967934545826796,0.0559470618474954,0.574395093559291,0.23210254258571,0.574395093559291,0.379636646463855,0.894998132220299,18581.7406005861,0.000183791,65481090.2533626,1e-04,"3_114_4",3,114,4,1699,5,FALSE
"295","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.940158812957275,0.776230235593745,0.967934545826796,0.0559470618474954,0.574395093559291,0.23210254258571,0.574395093559291,0.379636646463855,0.894998132220299,18581.7406005861,0.000183791,65481090.2533626,1e-04,"3_114_4",3,114,4,1699,5,FALSE
"296","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,50.3364104110559,37855.3113140048,0.00132970536138303,0.999832211965296,0.940158812957275,0.776230235593745,0.967934545826796,0.0559470618474954,0.574395093559291,0.23210254258571,0.574395093559291,0.379636646463855,0.894998132220299,18581.7406005861,0.000183791,65481090.2533626,1e-04,"3_114_4",3,114,4,1699,5,FALSE
"297","facebook_S",2018-05-01,2018-06-10,4e+05,2018-04-30,2018-06-04,93922.4921950536,114370.67056394,0.821211344936072,0.765193769512366,0.940306700193387,0.779235745446402,0.969382062467852,0.0559318362185022,0.575067802533838,0.240016889792047,0.575067802533838,0.343815076763844,0.90049301500558,18581.7406005861,0.000183791,65481090.2533626,1e-04,"3_104_4",3,104,4,1549,5,FALSE
"298","facebook_S+search_S",2018-07-01,2018-07-20,7e+05,2018-06-25,2018-07-16,114135.920629207,122059.543098009,0.93508395765139,0.836948684815419,0.940306700193387,0.779235745446402,0.969382062467852,0.0559318362185022,0.575067802533838,0.240016889792047,0.575067802533838,0.343815076763844,0.90049301500558,18581.7406005861,0.000183791,65481090.2533626,1e-04,"3_104_4",3,104,4,1549,5,FALSE
"299","newsletter",2017-12-01,2017-12-31,200,2017-11-27,2017-12-25,0,0,NA,1,0.940306700193387,0.779235745446402,0.969382062467852,0.0559318362185022,0.575067802533838,0.240016889792047,0.575067802533838,0.343815076763844,0.90049301500558,18581.7406005861,0.000183791,65481090.2533626,1e-04,"3_104_4",3,104,4,1549,5,FALSE
"300","tv_S",2018-04-03,2018-06-03,3e+05,2018-04-02,2018-05-28,51.1182916392005,38443.3222003649,0.00132970536138303,0.999829605694536,0.940306700193387,0.779235745446402,0.969382062467852,0.0559318362185022,0.575067802533838,0.240016889792047,0.575067802533838,0.343815076763844,0.90049301500558,18581.7406005861,0.000183791,65481090.2533626,1e-04,"3_104_4",3,104,4,1549,5,FALSE
